,PC1,PC2
HCE-group1,-1121.6123367777238,-719.2954502592675
HCE-group2,-955.882090740499,-389.1310604903733
HCE-group3,-1014.4240736403943,-497.71029195740226
iPS-1,1236.2715458171551,-66.57509227442563
iPS-2,1649.8495024936756,-267.5805523870331
iPS-3,1470.979973104057,-180.648469586771
CECSi -1,-432.6722503961593,687.300386067501
CECSi -2,-415.16033014377774,723.8934154613046
CECSi -3,-417.3499397163327,709.7471154264682
